trip_id,service_id,route_id,trip_headsign,trip_short_name,direction_id,shape_id
1136_1000012_A_VE.PG_105600,32,A,La Pardieu Gare,,0,2533425114923570
946_1000002_C_CA.DC_045700,1,C,DURTOL Clinique,,0,2533425114923565
1163_1000001_L28_1_074500,7,L28,DURTOL Clinique,,0,2533425114923676
1136_1000012_A_VE.PG_192200,32,A,La Pardieu Gare,,0,2533425114923570
1163_1000001_27LF.RG_172000,3,27,ROMAGNAT Gergovia,,0,2533425114923638
1142_1000013_B_JV.RA_172100,24,B,ROYAT Pl. Allard,,0,2533425114923563
1163_1000001_34CP.CG_161000,3,34,COURNON Le Gergovie,,1,2533425114923663
1123_1000003_B_2_100500,2,B,AULNAT St Exupéry,,1,2533425114923562
1132_1000001_08VA.BA_154200,3,8,"BEAUMONT Pl. d'Armes",,1,2533425114923596
1142_1000013_B_1_165800,24,B,ROYAT Pl. Allard,,0,2533425114923561
1107_1000003_A_VE.PG_124000,36,A,La Pardieu Gare,,0,2533425114923570
1132_1000001_9_5_070800,3,9,Trémonteix Paul Eychart,,0,2533425114923636
988_1000008_A_VE.PG_123900,33,A,La Pardieu Gare,,0,2533425114923570
1132_1000001_4_6_102200,3,4,CEYRAT Libération,,0,2533425114923584
1165_1000002_26_1_183200,1,26,CEYRAT Fontimbert,,1,2533425114923648
1132_1000001_4_7_135400,3,4,BEAUMONT Pont de Boisséjour,,0,2533425114923632
1163_1000001_L33_1_073500,3,L33,CÉBAZAT Porte de Troyes,,0,2533425114923686
1123_1000003_C_CA.DC_072400,2,C,DURTOL Clinique,,0,2533425114923565
925_1000002_08BA.VA_125600,1,8,Vallières,,0,2533425114923594
1017_1000001_B_RA.JV_132600,23,B,Jules Verne,,1,2533425114923564
1017_1000001_C_CA.DC_160800,7,C,DURTOL Clinique,,0,2533425114923565
1165_1000002_27RO.LL_192600,1,27,Lycée La Fayette,,1,2533425114923654
1163_1000001_NP_BC.AR_081000,3,N-P,AUBIÈRE Pl. des Ramacles,,1,2533425114923689
925_1000002_10_2_174500,1,10,Zone des Gravanches,,1,2533425114923599
1165_1000002_36PS.PH_130000,1,36,PONT-DU-CHÂTEAU Chambon Haut,,1,2533425114923641
1115_1000003_5_4_083000,2,5,ROYAT AvanC-Breuil,,0,2533425114923586
1017_1000001_B_2_152700,23,B,AULNAT St Exupéry,,1,2533425114923562
1017_1000001_C_CA.DC_142300,23,C,DURTOL Clinique,,0,2533425114923565
1156_1000003_L31_1_191500,2,L31,Parc SNCF,,1,2533425114923646
1132_1000001_12PI.RS_192200,3,12,ROMAGNAT Les Sports,,0,2533425114923608
925_1000002_13QC.HC_084600,1,13,Hauts de CHAMALIÈRES,,0,2533425114923617
946_1000002_B_JV.RA_104700,1,B,ROYAT Pl. Allard,,0,2533425114923563
1123_1000003_B_JV.RA_082900,2,B,ROYAT Pl. Allard,,0,2533425114923563
1130_1000011_A_PG.VE_133000,34,A,Les Vergnes,,1,2533425114923567
1023_1000007_A_PG.VE_142600,10,A,Les Vergnes,,1,2533425114923567
1132_1000001_5_5_131600,3,5,ROYAT AvanC-Breuil,,0,2533425114923635
1165_1000002_37_1_170000,1,37,PÉRIGNAT-ÈS-ALLIER La Garde,,0,2533425114923664
1165_1000002_37_1_190000,1,37,PÉRIGNAT-ÈS-ALLIER La Garde,,0,2533425114923664
925_1000002_9_6_194300,1,9,LEMPDES La Rochelle,,1,2533425114923637
1132_1000001_03GC.AR_070600,3,3,AUBIÈRE Pl. des Ramacles,,0,2533425114923573
925_1000002_12PI.RS_143900,1,12,ROMAGNAT Les Sports,,0,2533425114923608
1163_1000001_36PH.PS_153700,3,36,Faculté,,0,2533425114923640
995_1000009_A_PG.VE_163500,37,A,Les Vergnes,,1,2533425114923567
1023_1000007_A_VE.PG_185900,10,A,La Pardieu Gare,,0,2533425114923570
988_1000008_A_VE.PG_185400,33,A,La Pardieu Gare,,0,2533425114923570
1017_1000001_B_1_125300,3,B,ROYAT Pl. Allard,,0,2533425114923561
589_1000001_21_6_160900,16,21,CÉBAZAT CHU L. Michel,,1,2533425114923576
1142_1000013_C_DC.CA_141000,24,C,COURNON Allier,,1,2533425114923566
1142_1000013_B_1_145700,24,B,ROYAT Pl. Allard,,0,2533425114923561
1132_1000001_4_15_165400,3,4,1er Mai,,1,2533425114923629
1023_1000007_A_VE.PG_064500,10,A,La Pardieu Gare,,0,2533425114923570
1132_1000001_5_5_213400,7,5,ROYAT AvanC-Breuil,,0,2533425114923635
1132_1000001_05RP.GA_073600,3,5,Gaillard,,1,2533425114923590
1132_1000001_12_3_170400,3,12,ROMAGNAT Les Sports,,0,2533425114923607
1132_1000001_9_5_205200,3,9,Trémonteix Paul Eychart,,0,2533425114923636
1136_1000012_A_VE.PG_064800,32,A,La Pardieu Gare,,0,2533425114923570
1163_1000001_L28_2_154000,7,L28,ARGNAT Le Mas,,1,2533425114923677
1142_1000013_C_DC.CA_190400,24,C,COURNON Allier,,1,2533425114923566
1017_1000001_C_CA.DC_154800,23,C,DURTOL Clinique,,0,2533425114923565
1130_1000011_A_1_173400,34,A,Les Vergnes,,1,2533425114923567
1017_1000001_C_DC.CA_113800,3,C,COURNON Allier,,1,2533425114923566
886_1000007_L48_4_123500,5,L48,Patural,,1,2533425114923793
925_1000002_10_4_140700,1,10,Zone des Gravanches,,1,2533425114923601
946_1000002_B_1_134000,1,B,ROYAT Pl. Allard,,0,2533425114923561
946_1000002_C_CA.DC_172900,1,C,DURTOL Clinique,,0,2533425114923565
1132_1000001_13PH.HC_194200,3,13,Hauts de CHAMALIÈRES,,0,2533425114923615
1163_1000001_L28_2_110800,3,L28,ARGNAT Le Mas,,1,2533425114923677
1164_1000007_42BA.AR_141900,5,42,CEYRAT Arténium,,1,2533425114923691
1017_1000001_C_CA.DC_113500,3,C,DURTOL Clinique,,0,2533425114923565
1017_1000001_C_CA.DC_082000,23,C,DURTOL Clinique,,0,2533425114923565
1132_1000001_9_6_181700,3,9,LEMPDES La Rochelle,,1,2533425114923637
1132_1000001_9_6_183600,3,9,LEMPDES La Rochelle,,1,2533425114923637
988_1000008_A_VE.PG_074100,31,A,La Pardieu Gare,,0,2533425114923570
988_1000008_A_VE.PG_075300,31,A,La Pardieu Gare,,0,2533425114923570
925_1000002_03AR.GC_104200,1,3,GERZAT Champfleuri,,1,2533425114923571
925_1000002_05RP.RA_171000,1,5,ROYAT Pl. Allard,,1,2533425114923591
1132_1000001_12RS.PI_171900,3,12,Les Pistes,,1,2533425114923609
1023_1000007_A_PG.VE_194300,10,A,Les Vergnes,,1,2533425114923567
925_1000002_9_5_073800,1,9,Trémonteix Paul Eychart,,0,2533425114923636
1163_1000001_NP_BC.AR_182000,4,N-P,AUBIÈRE Pl. des Ramacles,,1,2533425114923689
1136_1000012_A_PG.VE_123600,32,A,Les Vergnes,,1,2533425114923567
925_1000002_03AR.GC_065800,1,3,GERZAT Champfleuri,,1,2533425114923571
946_1000002_B_RA.JV_184600,1,B,Jules Verne,,1,2533425114923564
925_1000002_10_2_123400,1,10,Zone des Gravanches,,1,2533425114923599
1123_1000003_B_2_172100,2,B,AULNAT St Exupéry,,1,2533425114923562
925_1000002_24BC.CH_191900,1,24,Champratel,,0,2533425114923623
1156_1000003_40_1_122000,6,40,ORCINES Gare du Panoramique des Dômes,,1,2533425114923642
1017_1000001_B_1_061600,3,B,ROYAT Pl. Allard,,0,2533425114923561
1023_1000007_A_VE.PG_154100,10,A,La Pardieu Gare,,0,2533425114923570
1130_1000011_A_VE.PG_141100,34,A,La Pardieu Gare,,0,2533425114923570
925_1000002_08VA.BA_200700,1,8,"BEAUMONT Pl. d'Armes",,1,2533425114923596
1023_1000007_A_VE.PG_123700,10,A,La Pardieu Gare,,0,2533425114923570
1132_1000001_23CP.LL_185600,3,23,Lycée La Fayette,,0,2533425114923621
925_1000002_03AR.GC_132200,1,3,GERZAT Champfleuri,,1,2533425114923571
1123_1000003_B_JV.RA_173600,2,B,ROYAT Pl. Allard,,0,2533425114923563
1023_1000007_A_PG.VE_085100,3,A,Les Vergnes,,1,2533425114923567
946_1000002_C_CA.DC_082500,1,C,DURTOL Clinique,,0,2533425114923565
1132_1000001_5_5_174300,3,5,ROYAT AvanC-Breuil,,0,2533425114923635
1132_1000001_21_5_103600,3,21,Lycée La Fayette,,0,2533425114923575
946_1000002_C_DC.CA_153300,1,C,COURNON Allier,,1,2533425114923566
925_1000002_23CP.LL_142600,1,23,Lycée La Fayette,,0,2533425114923621
1163_1000001_L28_2_190800,7,L28,ARGNAT Le Mas,,1,2533425114923677
1163_1000001_38_4_153600,3,38,Gare de Pont-du-Château,,0,2533425114923669
1163_1000001_36PH.PS_134900,3,36,Faculté,,0,2533425114923640
925_1000002_03AR.GC_141200,1,3,GERZAT Champfleuri,,1,2533425114923571
1132_1000001_05RP.GA_154700,3,5,Gaillard,,1,2533425114923590
946_1000002_B_1_154600,1,B,ROYAT Pl. Allard,,0,2533425114923561
1165_1000002_36PH.PS_141000,1,36,Faculté,,0,2533425114923640
1132_1000001_10_7_183000,3,10,BLANZAT Clos St Vincent,,0,2533425114923604
1115_1000003_9_3_102500,2,9,Trémonteix Paul Eychart,,0,2533425114923587
925_1000002_5_5_152700,1,5,ROYAT AvanC-Breuil,,0,2533425114923635
1017_1000001_B_JV.RA_164900,3,B,ROYAT Pl. Allard,,0,2533425114923563
1163_1000001_27LF.RG_125000,3,27,ROMAGNAT Gergovia,,0,2533425114923638
1123_1000003_B_2_120700,2,B,AULNAT St Exupéry,,1,2533425114923562
946_1000002_C_DC.CA_081700,1,C,COURNON Allier,,1,2533425114923566
946_1000002_C_DC.CA_083100,1,C,COURNON Allier,,1,2533425114923566
1132_1000001_4_9_110900,3,4,CEYRAT Libération,,0,2533425114923634
1156_1000003_40_2_165700,6,40,CHAMALIÈRES Aristide Briand,,0,2533425114923643
988_1000008_A_VE.PG_113700,31,A,La Pardieu Gare,,0,2533425114923570
925_1000002_5_5_112100,1,5,ROYAT AvanC-Breuil,,0,2533425114923635
1163_1000001_42BA.BE_092700,3,42,CEYRAT La Beaumière,,1,2533425114923672
1115_1000003_4_6_160800,2,4,CEYRAT Libération,,0,2533425114923584
1017_1000001_B_1_091000,3,B,ROYAT Pl. Allard,,0,2533425114923561
1132_1000001_24BC.CH_153000,3,24,Champratel,,0,2533425114923623
1132_1000001_10_3_173300,3,10,Jules Verne,,1,2533425114923600
1163_1000001_36PS.PH_105500,3,36,PONT-DU-CHÂTEAU Chambon Haut,,1,2533425114923641
925_1000002_24_3_081800,1,24,BLANZAT Clos St Vincent,,1,2533425114923622
1017_1000001_C_CA.DC_112600,3,C,DURTOL Clinique,,0,2533425114923565
1023_1000007_A_PG.VE_155200,10,A,Les Vergnes,,1,2533425114923567
1163_1000001_7_5_114000,3,7,Les Côtes,,0,2533425114923675
1123_1000003_B_1_163700,2,B,ROYAT Pl. Allard,,0,2533425114923561
1163_1000001_L32_1_080000,3,L32,Croix Blanche,,0,2533425114923684
1132_1000001_10_1_072400,3,10,Jules Verne,,1,2533425114923598
1163_1000001_40_2_172000,3,40,CHAMALIÈRES Aristide Briand,,0,2533425114923643
1163_1000001_34CP.CG_083100,3,34,COURNON Le Gergovie,,1,2533425114923663
925_1000002_05RP.GA_102500,1,5,Gaillard,,1,2533425114923590
925_1000002_21_6_160900,1,21,CÉBAZAT CHU L. Michel,,1,2533425114923576
946_1000002_C_DC.CA_150600,1,C,COURNON Allier,,1,2533425114923566
925_1000002_9_6_100100,1,9,LEMPDES La Rochelle,,1,2533425114923637
925_1000002_9_5_185800,1,9,Trémonteix Paul Eychart,,0,2533425114923636
1132_1000001_4_7_091600,3,4,BEAUMONT Pont de Boisséjour,,0,2533425114923632
1163_1000001_26_3_134800,3,26,CEYRAT Mairie,,1,2533425114923649
1132_1000001_23CP.LL_171900,3,23,Lycée La Fayette,,0,2533425114923621
1163_1000001_34CG.CP_085700,3,34,LE CENDRE Pandières,,0,2533425114923662
1165_1000002_34CP.CG_172400,1,34,COURNON Le Gergovie,,1,2533425114923663
1132_1000001_08BA.VA_172200,3,8,Vallières,,0,2533425114923594
925_1000002_4_6_123300,1,4,CEYRAT Libération,,0,2533425114923584
925_1000002_12RS.PI_093400,1,12,Les Pistes,,1,2533425114923609
925_1000002_12RS.PI_100100,1,12,Les Pistes,,1,2533425114923609
886_1000007_L44_7_123000,5,L44,Léon Maniez,,1,2533425114923744
1132_1000001_03GC.AR_103400,3,3,AUBIÈRE Pl. des Ramacles,,0,2533425114923573
1142_1000013_C_DC.CA_121400,24,C,COURNON Allier,,1,2533425114923566
925_1000002_5_5_200000,1,5,ROYAT AvanC-Breuil,,0,2533425114923635
1132_1000001_10_8_172000,3,10,Tamaris,,0,2533425114923605
1132_1000001_3_13_173000,3,3,Patural,,1,2533425114923627
925_1000002_12PI.RS_114900,1,12,ROMAGNAT Les Sports,,0,2533425114923608
1163_1000001_36PH.PS_070300,3,36,Faculté,,0,2533425114923640
1165_1000002_L31_2_161100,1,L31,Parc de Montjuzet,,0,2533425114923647
1132_1000001_21_5_062900,3,21,Lycée La Fayette,,0,2533425114923575
925_1000002_03VI.AR_103900,1,3,AUBIÈRE Pl. des Ramacles,,0,2533425114923574
1017_1000001_C_DC.CA_141900,3,C,COURNON Allier,,1,2533425114923566
925_1000002_5_5_162700,1,5,ROYAT AvanC-Breuil,,0,2533425114923635
925_1000002_08VA.BA_061400,1,8,"BEAUMONT Pl. d'Armes",,1,2533425114923596
1132_1000001_4_13_082300,3,4,Trémonteix Charcot,,1,2533425114923583
925_1000002_03VI.AR_144800,1,3,AUBIÈRE Pl. des Ramacles,,0,2533425114923574
925_1000002_13_4_064500,1,13,PÉRIGNAT-LES-SARLIEVE Les Horts,,1,2533425114923611
925_1000002_13_4_080500,1,13,PÉRIGNAT-LES-SARLIEVE Les Horts,,1,2533425114923611
988_1000008_A_PG.VE_141500,33,A,Les Vergnes,,1,2533425114923567
1142_1000013_C_DC.CA_065000,24,C,COURNON Allier,,1,2533425114923566
1142_1000013_B_1_161100,24,B,ROYAT Pl. Allard,,0,2533425114923561
946_1000002_B_JV.RA_165900,1,B,ROYAT Pl. Allard,,0,2533425114923563
1165_1000002_34CG.CP_112400,1,34,LE CENDRE Pandières,,0,2533425114923662
1142_1000013_B_2_185100,24,B,AULNAT St Exupéry,,1,2533425114923562
925_1000002_13QC.HC_121900,1,13,Hauts de CHAMALIÈRES,,0,2533425114923617
1165_1000002_27LF.RG_172000,1,27,ROMAGNAT Gergovia,,0,2533425114923638
925_1000002_21_5_073400,1,21,Lycée La Fayette,,0,2533425114923575
995_1000009_A_PG.VE_131900,37,A,Les Vergnes,,1,2533425114923567
995_1000009_A_PG.VE_132900,37,A,Les Vergnes,,1,2533425114923567
1132_1000001_03GC.AR_155100,3,3,AUBIÈRE Pl. des Ramacles,,0,2533425114923573
1136_1000012_A_VE.PG_183300,32,A,La Pardieu Gare,,0,2533425114923570
1163_1000001_27RO.LL_180100,3,27,Lycée La Fayette,,1,2533425114923654
946_1000002_B_JV.RA_153100,1,B,ROYAT Pl. Allard,,0,2533425114923563
988_1000008_A_VE.PG_153500,33,A,La Pardieu Gare,,0,2533425114923570
1132_1000001_9_5_053900,3,9,Trémonteix Paul Eychart,,0,2533425114923636
1163_1000001_31_2_132800,3,31,Champratel,,0,2533425114923661
1163_1000001_37MG.RB_184500,3,37,MUR-SUR-ALLIER Font Grande,,1,2533425114923665
925_1000002_13PH.HC_070800,1,13,Hauts de CHAMALIÈRES,,0,2533425114923615
946_1000002_C_CA.DC_121500,1,C,DURTOL Clinique,,0,2533425114923565
946_1000002_C_DC.CA_103700,1,C,COURNON Allier,,1,2533425114923566
946_1000002_B_RA.JV_154700,1,B,Jules Verne,,1,2533425114923564
1156_1000003_27RG.LF_205000,2,27,Lycée La Fayette,,1,2533425114923639
946_1000002_B_RA.JV_075500,1,B,Jules Verne,,1,2533425114923564
1132_1000001_24BC.CH_140300,3,24,Champratel,,0,2533425114923623
946_1000002_B_JV.RA_171600,1,B,ROYAT Pl. Allard,,0,2533425114923563
1123_1000003_B_RA.JV_173700,2,B,Jules Verne,,1,2533425114923564
925_1000002_03AR.GC_214400,1,3,GERZAT Champfleuri,,1,2533425114923571
988_1000008_A_PG.VE_194300,33,A,Les Vergnes,,1,2533425114923567
1132_1000001_12PI.RS_171000,3,12,ROMAGNAT Les Sports,,0,2533425114923608
995_1000009_A_VE.PG_172900,37,A,La Pardieu Gare,,0,2533425114923570
995_1000009_A_VE.PG_174000,37,A,La Pardieu Gare,,0,2533425114923570
995_1000009_A_VE.PG_175200,37,A,La Pardieu Gare,,0,2533425114923570
995_1000009_A_VE.PG_180500,37,A,La Pardieu Gare,,0,2533425114923570
995_1000009_A_VE.PG_181900,37,A,La Pardieu Gare,,0,2533425114923570
995_1000009_A_VE.PG_183400,37,A,La Pardieu Gare,,0,2533425114923570
995_1000009_A_PG.VE_154900,37,A,Les Vergnes,,1,2533425114923567
995_1000009_A_PG.VE_155800,37,A,Les Vergnes,,1,2533425114923567
946_1000002_C_DC.CA_155000,1,C,COURNON Allier,,1,2533425114923566
988_1000008_A_VE.PG_070800,31,A,La Pardieu Gare,,0,2533425114923570
988_1000008_A_PG.VE_154800,33,A,Les Vergnes,,1,2533425114923567
988_1000008_A_VE.PG_171400,33,A,La Pardieu Gare,,0,2533425114923570
995_1000009_A_VE.PG_164300,37,A,La Pardieu Gare,,0,2533425114923570
995_1000009_A_VE.PG_165200,37,A,La Pardieu Gare,,0,2533425114923570
988_1000008_A_VE.PG_062100,31,A,La Pardieu Gare,,0,2533425114923570
1132_1000001_24BC.CH_182700,3,24,Champratel,,0,2533425114923623
995_1000009_A_VE.PG_144000,37,A,La Pardieu Gare,,0,2533425114923570
995_1000009_A_VE.PG_145700,37,A,La Pardieu Gare,,0,2533425114923570
995_1000009_A_VE.PG_150600,37,A,La Pardieu Gare,,0,2533425114923570
1130_1000011_A_PG.VE_184100,34,A,Les Vergnes,,1,2533425114923567
995_1000009_A_VE.PG_142100,37,A,La Pardieu Gare,,0,2533425114923570
995_1000009_A_VE.PG_143000,37,A,La Pardieu Gare,,0,2533425114923570
988_1000008_A_VE.PG_195000,31,A,La Pardieu Gare,,0,2533425114923570
995_1000009_A_VE.PG_134600,37,A,La Pardieu Gare,,0,2533425114923570
995_1000009_A_VE.PG_135400,37,A,La Pardieu Gare,,0,2533425114923570
946_1000002_B_JV.RA_082700,1,B,ROYAT Pl. Allard,,0,2533425114923563
1130_1000011_A_PG.VE_171600,34,A,Les Vergnes,,1,2533425114923567
995_1000009_A_VE.PG_170100,37,A,La Pardieu Gare,,0,2533425114923570
995_1000009_A_VE.PG_171000,37,A,La Pardieu Gare,,0,2533425114923570
995_1000009_A_VE.PG_171900,37,A,La Pardieu Gare,,0,2533425114923570
1142_1000013_C_DC.CA_194200,24,C,COURNON Allier,,1,2533425114923566
988_1000008_A_PG.VE_134900,31,A,Les Vergnes,,1,2533425114923567
1142_1000013_C_DC.CA_095000,24,C,COURNON Allier,,1,2533425114923566
925_1000002_9_6_130700,1,9,LEMPDES La Rochelle,,1,2533425114923637
995_1000009_A_PG.VE_143700,37,A,Les Vergnes,,1,2533425114923567
995_1000009_A_PG.VE_144600,37,A,Les Vergnes,,1,2533425114923567
1136_1000012_A_VE.PG_092700,32,A,La Pardieu Gare,,0,2533425114923570
1142_1000013_C_CA.DC_143600,24,C,DURTOL Clinique,,0,2533425114923565
925_1000002_23_1_155600,1,23,"COURNON Plan d'Eau",,1,2533425114923620
995_1000009_A_PG.VE_192200,37,A,Les Vergnes,,1,2533425114923567
995_1000009_A_PG.VE_193700,37,A,Les Vergnes,,1,2533425114923567
946_1000002_B_2_090500,1,B,AULNAT St Exupéry,,1,2533425114923562
946_1000002_B_JV.RA_151300,1,B,ROYAT Pl. Allard,,0,2533425114923563
1132_1000001_13PH.HC_081700,3,13,Hauts de CHAMALIÈRES,,0,2533425114923615
995_1000009_A_VE.PG_154000,37,A,La Pardieu Gare,,0,2533425114923570
995_1000009_A_VE.PG_155800,37,A,La Pardieu Gare,,0,2533425114923570
995_1000009_A_VE.PG_160700,37,A,La Pardieu Gare,,0,2533425114923570
886_1000007_L46_5_131100,5,L46,"Berzet Champ d'Issart",,1,2533425114923748
1115_1000003_03AR.VI_144800,2,3,Les Vignes,,1,2533425114923572
1165_1000002_36PS.PH_141900,1,36,PONT-DU-CHÂTEAU Chambon Haut,,1,2533425114923641
925_1000002_05RP.GA_211000,1,5,Gaillard,,1,2533425114923590
988_1000008_A_VE.PG_084000,31,A,La Pardieu Gare,,0,2533425114923570
1115_1000003_3_5_104900,2,3,ROMAGNAT La Gazelle,,0,2533425114923581
1165_1000002_42BE.BA_152900,1,42,BEAUMONT Collège Molière,,0,2533425114923673
1165_1000002_27LF.RG_061000,1,27,ROMAGNAT Gergovia,,0,2533425114923638
946_1000002_C_CA.DC_132700,1,C,DURTOL Clinique,,0,2533425114923565
988_1000008_A_PG.VE_090300,31,A,Les Vergnes,,1,2533425114923567
988_1000008_A_PG.VE_091500,31,A,Les Vergnes,,1,2533425114923567
883_1000001_L43_4_170500,9,L43,Champcourt,,1,2533425114923737
1165_1000002_27LF.RG_102000,1,27,ROMAGNAT Gergovia,,0,2533425114923638
1132_1000001_08VA.BA_205700,3,8,"BEAUMONT Pl. d'Armes",,1,2533425114923596
1115_1000003_4_6_154600,2,4,CEYRAT Libération,,0,2533425114923584
1132_1000001_5_5_091800,3,5,ROYAT AvanC-Breuil,,0,2533425114923635
1163_1000001_36PS.PH_090100,3,36,PONT-DU-CHÂTEAU Chambon Haut,,1,2533425114923641
995_1000009_A_1_185700,37,A,Les Vergnes,,1,2533425114923567
995_1000009_A_1_195100,37,A,Les Vergnes,,1,2533425114923567
988_1000008_A_PG.VE_065300,31,A,Les Vergnes,,1,2533425114923567
1130_1000011_A_PG.VE_191800,34,A,Les Vergnes,,1,2533425114923567
1130_1000011_A_PG.VE_195700,34,A,Les Vergnes,,1,2533425114923567
1130_1000011_A_PG.VE_193600,34,A,Les Vergnes,,1,2533425114923567
1130_1000011_A_PG.VE_202300,34,A,Les Vergnes,,1,2533425114923567
988_1000008_A_VE.PG_104100,31,A,La Pardieu Gare,,0,2533425114923570
995_1000009_A_VE.PG_184900,37,A,La Pardieu Gare,,0,2533425114923570
995_1000009_A_VE.PG_190400,37,A,La Pardieu Gare,,0,2533425114923570
995_1000009_A_PG.VE_161700,37,A,Les Vergnes,,1,2533425114923567
995_1000009_A_PG.VE_162600,37,A,Les Vergnes,,1,2533425114923567
1142_1000013_B_1_174700,24,B,ROYAT Pl. Allard,,0,2533425114923561
946_1000002_B_JV.RA_132500,1,B,ROYAT Pl. Allard,,0,2533425114923563
1132_1000001_12_2_075700,3,12,AULNAT St Exupéry,,1,2533425114923606
1163_1000001_27LF.RG_211500,3,27,ROMAGNAT Gergovia,,0,2533425114923638
1132_1000001_4_14_161200,3,4,1er Mai,,1,2533425114923628
946_1000002_C_DC.CA_084500,1,C,COURNON Allier,,1,2533425114923566
1132_1000001_03AR.GC_202300,3,3,GERZAT Champfleuri,,1,2533425114923571
1163_1000001_NP_BC.AR_073000,3,N-P,AUBIÈRE Pl. des Ramacles,,1,2533425114923689
1163_1000001_26_5_182600,3,26,ROYAT Pl. Allard,,0,2533425114923650
1132_1000001_08BA.VA_070500,3,8,Vallières,,0,2533425114923594
1136_1000012_A_1_202400,32,A,Les Vergnes,,1,2533425114923567
1132_1000001_08BA.VA_163100,3,8,Vallières,,0,2533425114923594
988_1000008_A_PG.VE_190300,33,A,Les Vergnes,,1,2533425114923567
1132_1000001_24BC.CH_192700,3,24,Champratel,,0,2533425114923623
1107_1000003_A_VE.PG_105200,2,A,La Pardieu Gare,,0,2533425114923570
946_1000002_B_JV.RA_173400,1,B,ROYAT Pl. Allard,,0,2533425114923563
988_1000008_A_VE.PG_142400,33,A,La Pardieu Gare,,0,2533425114923570
1017_1000001_B_2_201100,23,B,AULNAT St Exupéry,,1,2533425114923562
1132_1000001_24_3_080500,3,24,BLANZAT Clos St Vincent,,1,2533425114923622
988_1000008_A_VE.PG_150100,33,A,La Pardieu Gare,,0,2533425114923570
1132_1000001_03AR.GC_071000,3,3,GERZAT Champfleuri,,1,2533425114923571
925_1000002_21_6_165000,1,21,CÉBAZAT CHU L. Michel,,1,2533425114923576
1132_1000001_21_6_091900,3,21,CÉBAZAT CHU L. Michel,,1,2533425114923576
1132_1000001_23_1_123100,3,23,"COURNON Plan d'Eau",,1,2533425114923620
988_1000008_A_VE.PG_093900,31,A,La Pardieu Gare,,0,2533425114923570
988_1000008_A_VE.PG_095000,31,A,La Pardieu Gare,,0,2533425114923570
925_1000002_13_4_121400,1,13,PÉRIGNAT-LES-SARLIEVE Les Horts,,1,2533425114923611
1023_1000007_A_PG.VE_131400,10,A,Les Vergnes,,1,2533425114923567
1136_1000012_A_PG.VE_084300,32,A,Les Vergnes,,1,2533425114923567
1136_1000012_A_PG.VE_122800,32,A,Les Vergnes,,1,2533425114923567
1017_1000001_B_1_045800,28,B,ROYAT Pl. Allard,,0,2533425114923561
1132_1000001_21_6_063600,3,21,CÉBAZAT CHU L. Michel,,1,2533425114923576
1132_1000001_4_13_132600,3,4,Trémonteix Charcot,,1,2533425114923583
988_1000008_A_VE.PG_173500,33,A,La Pardieu Gare,,0,2533425114923570
1132_1000001_21_5_070100,3,21,Lycée La Fayette,,0,2533425114923575
925_1000002_13_4_171300,1,13,PÉRIGNAT-LES-SARLIEVE Les Horts,,1,2533425114923611
925_1000002_13_4_131300,1,13,PÉRIGNAT-LES-SARLIEVE Les Horts,,1,2533425114923611
1165_1000002_26_1_123400,1,26,CEYRAT Fontimbert,,1,2533425114923648
988_1000008_A_VE.PG_152100,33,A,La Pardieu Gare,,0,2533425114923570
988_1000008_A_VE.PG_152800,33,A,La Pardieu Gare,,0,2533425114923570
988_1000008_A_VE.PG_100100,31,A,La Pardieu Gare,,0,2533425114923570
988_1000008_A_VE.PG_101000,31,A,La Pardieu Gare,,0,2533425114923570
925_1000002_4_9_173000,1,4,CEYRAT Libération,,0,2533425114923634
1136_1000012_A_VE.PG_150800,32,A,La Pardieu Gare,,0,2533425114923570
1132_1000001_4_6_082300,3,4,CEYRAT Libération,,0,2533425114923584
1132_1000001_05RA.RP_171700,3,5,ROYAT AvanC-Breuil,,0,2533425114923589
925_1000002_21_6_075900,1,21,CÉBAZAT CHU L. Michel,,1,2533425114923576
1017_1000001_B_2_191600,23,B,AULNAT St Exupéry,,1,2533425114923562
1163_1000001_27LF.RG_115200,3,27,ROMAGNAT Gergovia,,0,2533425114923638
995_1000009_A_VE.PG_161600,37,A,La Pardieu Gare,,0,2533425114923570
995_1000009_A_VE.PG_162400,37,A,La Pardieu Gare,,0,2533425114923570
995_1000009_A_VE.PG_163300,37,A,La Pardieu Gare,,0,2533425114923570
946_1000002_B_RA.JV_162400,1,B,Jules Verne,,1,2533425114923564
1132_1000001_10_4_143800,3,10,Zone des Gravanches,,1,2533425114923601
1142_1000013_C_CA.DC_132200,24,C,DURTOL Clinique,,0,2533425114923565
946_1000002_C_DC.CA_162500,1,C,COURNON Allier,,1,2533425114923566
988_1000008_A_PG.VE_150900,33,A,Les Vergnes,,1,2533425114923567
1163_1000001_42BE.BA_182200,4,42,BEAUMONT Collège Molière,,0,2533425114923673
1023_1000007_A_VE.PG_180000,10,A,La Pardieu Gare,,0,2533425114923570
1165_1000002_42AR.BA_165300,1,42,BEAUMONT Collège Molière,,0,2533425114923690
1132_1000001_10_5_102300,3,10,BLANZAT Clos St Vincent,,0,2533425114923602
1107_1000003_A_PG.VE_103300,2,A,Les Vergnes,,1,2533425114923567
1023_1000007_A_1_182100,10,A,Les Vergnes,,1,2533425114923567
