trip_id,service_id,route_id,trip_headsign,trip_short_name,direction_id,shape_id
988_1000008_A_PG.VE_055700,31,A,Les Vergnes,,1,2533425114923567
988_1000008_A_PG.VE_061200,31,A,Les Vergnes,,1,2533425114923567
1115_1000003_03GC.AR_212800,2,3,AUBIÈRE Pl. des Ramacles,,0,2533425114923573
1142_1000013_B_2_164000,24,B,AULNAT St Exupéry,,1,2533425114923562
925_1000002_4_13_092900,1,4,Trémonteix Charcot,,1,2533425114923583
1023_1000007_A_CH.PG_120100,10,A,La Pardieu Gare,,0,2533425114923569
946_1000002_B_2_064200,1,B,AULNAT St Exupéry,,1,2533425114923562
751_1000001_L34_1_040000,8,L34,Gaillard,,0,2533425114923692
1165_1000002_42BE.BA_101700,1,42,BEAUMONT Collège Molière,,0,2533425114923673
1132_1000001_24BC.CH_120400,3,24,Champratel,,0,2533425114923623
1130_1000011_A_VE.PG_150800,34,A,La Pardieu Gare,,0,2533425114923570
925_1000002_13QC.HC_164700,1,13,Hauts de CHAMALIÈRES,,0,2533425114923617
1023_1000007_A_PG.VE_160700,3,A,Les Vergnes,,1,2533425114923567
1115_1000003_4_6_142400,2,4,CEYRAT Libération,,0,2533425114923584
925_1000002_03VI.AR_115400,1,3,AUBIÈRE Pl. des Ramacles,,0,2533425114923574
925_1000002_05RP.RA_144000,1,5,ROYAT Pl. Allard,,1,2533425114923591
925_1000002_03VI.AR_142300,1,3,AUBIÈRE Pl. des Ramacles,,0,2533425114923574
1017_1000001_B_1_162800,23,B,ROYAT Pl. Allard,,0,2533425114923561
1165_1000002_L28_1_140200,1,L28,DURTOL Clinique,,0,2533425114923676
1132_1000001_03GC.AR_151400,3,3,AUBIÈRE Pl. des Ramacles,,0,2533425114923573
1156_1000003_40_2_124700,6,40,CHAMALIÈRES Aristide Briand,,0,2533425114923643
1156_1000003_L31_2_121900,2,L31,Parc de Montjuzet,,0,2533425114923647
1132_1000001_03GC.AR_203000,7,3,AUBIÈRE Pl. des Ramacles,,0,2533425114923573
1132_1000001_24_3_090400,3,24,BLANZAT Clos St Vincent,,1,2533425114923622
925_1000002_08BA.VA_123200,1,8,Vallières,,0,2533425114923594
1132_1000001_4_9_175500,3,4,CEYRAT Libération,,0,2533425114923634
1132_1000001_08VA.BA_070600,3,8,"BEAUMONT Pl. d'Armes",,1,2533425114923596
1017_1000001_B_1_110400,23,B,ROYAT Pl. Allard,,0,2533425114923561
1142_1000013_C_DC.CA_101700,24,C,COURNON Allier,,1,2533425114923566
1132_1000001_9_5_104900,3,9,Trémonteix Paul Eychart,,0,2533425114923636
925_1000002_03GC.AR_145200,1,3,AUBIÈRE Pl. des Ramacles,,0,2533425114923573
1017_1000001_C_DC.CA_082100,3,C,COURNON Allier,,1,2533425114923566
1017_1000001_B_JV.RA_081100,23,B,ROYAT Pl. Allard,,0,2533425114923563
1163_1000001_31_2_082800,3,31,Champratel,,0,2533425114923661
1130_1000011_A_PG.VE_153300,34,A,Les Vergnes,,1,2533425114923567
1123_1000003_B_1_122600,2,B,ROYAT Pl. Allard,,0,2533425114923561
1165_1000002_36PS.PH_190500,1,36,PONT-DU-CHÂTEAU Chambon Haut,,1,2533425114923641
1017_1000001_B_JV.RA_140300,23,B,ROYAT Pl. Allard,,0,2533425114923563
1132_1000001_21_6_164700,3,21,CÉBAZAT CHU L. Michel,,1,2533425114923576
925_1000002_12RS.PI_062200,1,12,Les Pistes,,1,2533425114923609
1017_1000001_C_DC.CA_101000,23,C,COURNON Allier,,1,2533425114923566
1132_1000001_12RS.PI_162900,3,12,Les Pistes,,1,2533425114923609
925_1000002_13_5_151600,1,13,AUBIÈRE Quartier Chambon,,1,2533425114923612
883_1000001_L37_1_074000,10,L37,Collège Henri Pourrat,,0,2533425114923699
1163_1000001_NP_AR.BC_114000,4,N-P,AUBIÈRE Le Prat - Bâtiment C,,0,2533425114923688
1163_1000001_36PS.PH_081000,3,36,PONT-DU-CHÂTEAU Chambon Haut,,1,2533425114923641
1130_1000011_A_PG.VE_141500,34,A,Les Vergnes,,1,2533425114923567
1163_1000001_36PS.PH_122500,3,36,PONT-DU-CHÂTEAU Chambon Haut,,1,2533425114923641
1017_1000001_C_CA.DC_070800,23,C,DURTOL Clinique,,0,2533425114923565
1132_1000001_4_5_155900,3,4,CEYRAT Libération,,0,2533425114923631
1136_1000012_A_PG.VE_133700,32,A,Les Vergnes,,1,2533425114923567
1132_1000001_12RS.PI_073600,3,12,Les Pistes,,1,2533425114923609
1132_1000001_21_6_085300,3,21,CÉBAZAT CHU L. Michel,,1,2533425114923576
886_1000007_L41_2_121000,5,L41,Matharet,,1,2533425114923717
925_1000002_4_13_130700,1,4,Trémonteix Charcot,,1,2533425114923583
1132_1000001_24_3_094400,3,24,BLANZAT Clos St Vincent,,1,2533425114923622
1132_1000001_21_6_105700,3,21,CÉBAZAT CHU L. Michel,,1,2533425114923576
1017_1000001_B_JV.RA_143600,23,B,ROYAT Pl. Allard,,0,2533425114923563
1023_1000007_A_VE.PG_203900,3,A,La Pardieu Gare,,0,2533425114923570
946_1000002_B_2_150300,1,B,AULNAT St Exupéry,,1,2533425114923562
946_1000002_B_2_152100,1,B,AULNAT St Exupéry,,1,2533425114923562
988_1000008_A_PG.VE_100300,31,A,Les Vergnes,,1,2533425114923567
1142_1000013_B_RA.JV_080200,24,B,Jules Verne,,1,2533425114923564
925_1000002_12RS.PI_072300,1,12,Les Pistes,,1,2533425114923609
925_1000002_9_6_091100,1,9,LEMPDES La Rochelle,,1,2533425114923637
1142_1000013_C_DC.CA_154000,24,C,COURNON Allier,,1,2533425114923566
1132_1000001_4_16_145400,3,4,Trémonteix Charcot,,1,2533425114923630
1132_1000001_03GC.AR_165100,3,3,AUBIÈRE Pl. des Ramacles,,0,2533425114923573
1165_1000002_L31_2_131000,1,L31,Parc de Montjuzet,,0,2533425114923647
1132_1000001_21_5_163000,3,21,Lycée La Fayette,,0,2533425114923575
1156_1000003_41_1_105000,6,41,ROYAT Pl. Allard,,0,2533425114923644
1165_1000002_42BA.BE_112100,1,42,CEYRAT La Beaumière,,1,2533425114923672
946_1000002_B_RA.JV_193500,1,B,Jules Verne,,1,2533425114923564
946_1000002_C_DC.CA_164300,1,C,COURNON Allier,,1,2533425114923566
1132_1000001_05RP.GA_173300,3,5,Gaillard,,1,2533425114923590
890_1000001_L48_8_173500,16,L48,Gare Routière,,1,2533425114923801
890_1000001_L49_2_160000,16,L49,Alexis de Tocqueville,,1,2533425114923797
925_1000002_05RA.RP_075500,1,5,ROYAT AvanC-Breuil,,0,2533425114923589
925_1000002_05RP.RA_184100,1,5,ROYAT Pl. Allard,,1,2533425114923591
925_1000002_23CP.LL_081500,1,23,Lycée La Fayette,,0,2533425114923621
1123_1000003_C_DC.CA_182100,2,C,COURNON Allier,,1,2533425114923566
1023_1000007_A_PG.VE_154700,10,A,Les Vergnes,,1,2533425114923567
925_1000002_03AR.GC_093100,1,3,GERZAT Champfleuri,,1,2533425114923571
1132_1000001_4_8_080700,3,4,BEAUMONT Pont de Boisséjour,,0,2533425114923633
1136_1000012_A_VE.PG_124000,32,A,La Pardieu Gare,,0,2533425114923570
925_1000002_13_5_084200,1,13,AUBIÈRE Quartier Chambon,,1,2533425114923612
1142_1000013_B_RA.JV_173600,24,B,Jules Verne,,1,2533425114923564
1165_1000002_37MG.RB_170000,1,37,MUR-SUR-ALLIER Font Grande,,1,2533425114923665
1163_1000001_38_4_102700,3,38,Gare de Pont-du-Château,,0,2533425114923669
1142_1000013_B_JV.RA_101500,24,B,ROYAT Pl. Allard,,0,2533425114923563
1132_1000001_12_3_071200,3,12,ROMAGNAT Les Sports,,0,2533425114923607
925_1000002_08BA.VA_174400,1,8,Vallières,,0,2533425114923594
925_1000002_4_13_122400,1,4,Trémonteix Charcot,,1,2533425114923583
946_1000002_C_DC.CA_154200,1,C,COURNON Allier,,1,2533425114923566
1017_1000001_B_1_200100,3,B,ROYAT Pl. Allard,,0,2533425114923561
925_1000002_4_13_151800,1,4,Trémonteix Charcot,,1,2533425114923583
1142_1000013_B_1_173000,24,B,ROYAT Pl. Allard,,0,2533425114923561
1156_1000003_L31_2_155900,2,L31,Parc de Montjuzet,,0,2533425114923647
1123_1000003_B_RA.JV_102000,2,B,Jules Verne,,1,2533425114923564
886_1000007_L36_5_125000,5,L36,Les Perches,,1,2533425114923697
925_1000002_12PI.RS_194300,1,12,ROMAGNAT Les Sports,,0,2533425114923608
988_1000008_A_VE.PG_053800,31,A,La Pardieu Gare,,0,2533425114923570
1123_1000003_C_CA.DC_112000,2,C,DURTOL Clinique,,0,2533425114923565
1132_1000001_12_3_160500,3,12,ROMAGNAT Les Sports,,0,2533425114923607
1165_1000002_36PH.PS_164600,1,36,Faculté,,0,2533425114923640
1163_1000001_27LF.RG_121200,3,27,ROMAGNAT Gergovia,,0,2533425114923638
988_1000008_A_2_063600,31,A,Les Vergnes,,1,2533425114923568
1142_1000013_C_CA.DC_071100,24,C,DURTOL Clinique,,0,2533425114923565
1017_1000001_B_2_090300,23,B,AULNAT St Exupéry,,1,2533425114923562
1163_1000001_26_3_173200,3,26,CEYRAT Mairie,,1,2533425114923649
1132_1000001_24BC.CH_082800,3,24,Champratel,,0,2533425114923623
925_1000002_03GC.AR_124900,1,3,AUBIÈRE Pl. des Ramacles,,0,2533425114923573
1123_1000003_B_1_184400,2,B,ROYAT Pl. Allard,,0,2533425114923561
1163_1000001_28_7_085500,3,28,GERZAT Donnavignat,,1,2533425114923658
1123_1000003_C_CA.DC_180000,2,C,DURTOL Clinique,,0,2533425114923565
925_1000002_13QC.HC_150200,1,13,Hauts de CHAMALIÈRES,,0,2533425114923617
1132_1000001_9_5_075800,3,9,Trémonteix Paul Eychart,,0,2533425114923636
925_1000002_4_6_130300,1,4,CEYRAT Libération,,0,2533425114923584
1132_1000001_08VA.BA_132600,3,8,"BEAUMONT Pl. d'Armes",,1,2533425114923596
925_1000002_12RS.PI_074800,1,12,Les Pistes,,1,2533425114923609
1142_1000013_C_CA.DC_100800,24,C,DURTOL Clinique,,0,2533425114923565
1017_1000001_B_1_072600,3,B,ROYAT Pl. Allard,,0,2533425114923561
1017_1000001_C_DC.CA_050900,3,C,COURNON Allier,,1,2533425114923566
883_1000001_L41_5_071500,10,L41,BEAUMONT Collège Molière,,0,2533425114923720
1123_1000003_B_1_191600,2,B,ROYAT Pl. Allard,,0,2533425114923561
925_1000002_05RP.RA_161000,1,5,ROYAT Pl. Allard,,1,2533425114923591
1142_1000013_C_CA.DC_092300,24,C,DURTOL Clinique,,0,2533425114923565
1132_1000001_24_3_182300,3,24,BLANZAT Clos St Vincent,,1,2533425114923622
925_1000002_08BA.VA_082000,1,8,Vallières,,0,2533425114923594
925_1000002_4_6_193300,1,4,CEYRAT Libération,,0,2533425114923584
925_1000002_13_4_195100,1,13,PÉRIGNAT-LES-SARLIEVE Les Horts,,1,2533425114923611
925_1000002_13_5_073000,1,13,AUBIÈRE Quartier Chambon,,1,2533425114923612
1115_1000003_3_3_074500,2,3,Les Vignes,,1,2533425114923579
1142_1000013_C_CA.DC_101700,25,C,DURTOL Clinique,,0,2533425114923565
1123_1000003_B_2_161900,2,B,AULNAT St Exupéry,,1,2533425114923562
925_1000002_03AR.VI_200000,1,3,Les Vignes,,1,2533425114923572
883_1000001_L40_5_083500,10,L40,Lycée René Descartes,,0,2533425114923711
1142_1000013_B_2_125200,24,B,AULNAT St Exupéry,,1,2533425114923562
1165_1000002_34CG.CP_191200,1,34,LE CENDRE Pandières,,0,2533425114923662
925_1000002_24_3_185700,1,24,BLANZAT Clos St Vincent,,1,2533425114923622
1165_1000002_42BE.BA_193500,1,42,BEAUMONT Collège Molière,,0,2533425114923673
1132_1000001_13PH.MC_183600,3,13,Maison de la Culture,,0,2533425114923616
1165_1000002_L31_1_144500,1,L31,Parc SNCF,,1,2533425114923646
1163_1000001_26_1_170300,3,26,CEYRAT Fontimbert,,1,2533425114923648
946_1000002_C_CA.DC_083900,1,C,DURTOL Clinique,,0,2533425114923565
946_1000002_C_CA.DC_085300,1,C,DURTOL Clinique,,0,2533425114923565
1017_1000001_B_RA.JV_182500,23,B,Jules Verne,,1,2533425114923564
1165_1000002_27RO.LL_093500,1,27,Lycée La Fayette,,1,2533425114923654
1023_1000007_A_VE.PG_175500,10,A,La Pardieu Gare,,0,2533425114923570
1132_1000001_5_5_135000,3,5,ROYAT AvanC-Breuil,,0,2533425114923635
1107_1000003_A_VE.PG_092500,2,A,La Pardieu Gare,,0,2533425114923570
1132_1000001_21_5_172300,3,21,Lycée La Fayette,,0,2533425114923575
1115_1000003_21_5_162500,2,21,Lycée La Fayette,,0,2533425114923575
1165_1000002_42BA.BE_103800,1,42,CEYRAT La Beaumière,,1,2533425114923672
1165_1000002_36PH.PS_113400,1,36,Faculté,,0,2533425114923640
925_1000002_10_4_150500,1,10,Zone des Gravanches,,1,2533425114923601
1132_1000001_13QC.HC_060200,3,13,Hauts de CHAMALIÈRES,,0,2533425114923617
1132_1000001_05RP.GA_204500,3,5,Gaillard,,1,2533425114923590
1132_1000001_21_6_172800,3,21,CÉBAZAT CHU L. Michel,,1,2533425114923576
1023_1000007_A_CH.PG_071200,10,A,La Pardieu Gare,,0,2533425114923569
988_1000008_A_VE.PG_111800,31,A,La Pardieu Gare,,0,2533425114923570
1156_1000003_L31_1_125200,2,L31,Parc SNCF,,1,2533425114923646
1130_1000011_A_VE.PG_165800,34,A,La Pardieu Gare,,0,2533425114923570
1132_1000001_10_1_061200,3,10,Jules Verne,,1,2533425114923598
925_1000002_24_3_111800,1,24,BLANZAT Clos St Vincent,,1,2533425114923622
1136_1000012_A_VE.PG_193700,32,A,La Pardieu Gare,,0,2533425114923570
988_1000008_A_VE.PG_080500,31,A,La Pardieu Gare,,0,2533425114923570
925_1000002_10_5_181500,1,10,BLANZAT Clos St Vincent,,0,2533425114923602
1132_1000001_4_6_080100,3,4,CEYRAT Libération,,0,2533425114923584
883_1000001_L44_3_075300,10,L44,Collège St Exupéry,,0,2533425114923740
883_1000001_L41_4_070200,10,L41,BEAUMONT Collège Molière,,0,2533425114923719
1136_1000012_A_VE.PG_141000,32,A,La Pardieu Gare,,0,2533425114923570
925_1000002_05RA.RP_072100,1,5,ROYAT AvanC-Breuil,,0,2533425114923589
1163_1000001_L28_1_124800,3,L28,DURTOL Clinique,,0,2533425114923676
1142_1000013_B_RA.JV_164800,24,B,Jules Verne,,1,2533425114923564
925_1000002_12RS.PI_145500,1,12,Les Pistes,,1,2533425114923609
925_1000002_9_5_083800,1,9,Trémonteix Paul Eychart,,0,2533425114923636
925_1000002_10_4_171000,1,10,Zone des Gravanches,,1,2533425114923601
1164_1000007_42AR.BA_164500,5,42,BEAUMONT Collège Molière,,0,2533425114923690
1132_1000001_9_6_132300,3,9,LEMPDES La Rochelle,,1,2533425114923637
1163_1000001_26_5_121100,3,26,ROYAT Pl. Allard,,0,2533425114923650
946_1000002_C_CA.DC_164400,1,C,DURTOL Clinique,,0,2533425114923565
1115_1000003_9_4_175200,2,9,LEMPDES Le Pontel,,1,2533425114923588
1115_1000003_03VI.AR_170200,2,3,AUBIÈRE Pl. des Ramacles,,0,2533425114923574
1132_1000001_10_3_102200,3,10,Jules Verne,,1,2533425114923600
925_1000002_13_5_105600,1,13,AUBIÈRE Quartier Chambon,,1,2533425114923612
925_1000002_13_5_112200,1,13,AUBIÈRE Quartier Chambon,,1,2533425114923612
1142_1000013_C_CA.DC_065500,24,C,DURTOL Clinique,,0,2533425114923565
925_1000002_10_6_161100,1,10,Tamaris,,0,2533425114923603
925_1000002_03GC.AR_185400,1,3,AUBIÈRE Pl. des Ramacles,,0,2533425114923573
925_1000002_03AR.GC_202400,1,3,GERZAT Champfleuri,,1,2533425114923571
886_1000007_L48_5_123500,5,L48,Salins Pasteur,,1,2533425114923794
925_1000002_12PI.RS_132300,1,12,ROMAGNAT Les Sports,,0,2533425114923608
925_1000002_03GC.AR_155500,1,3,AUBIÈRE Pl. des Ramacles,,0,2533425114923573
883_1000001_L46_2_064300,10,L46,Delille Salford,,0,2533425114923746
988_1000008_A_PG.VE_051400,31,A,Les Vergnes,,1,2533425114923567
1132_1000001_24BC.CH_144900,3,24,Champratel,,0,2533425114923623
1156_1000003_L31_1_134700,2,L31,Parc SNCF,,1,2533425114923646
925_1000002_24_3_172900,1,24,BLANZAT Clos St Vincent,,1,2533425114923622
1123_1000003_B_2_075900,2,B,AULNAT St Exupéry,,1,2533425114923562
1136_1000012_A_PG.VE_162100,32,A,Les Vergnes,,1,2533425114923567
1017_1000001_C_CA.DC_155400,23,C,DURTOL Clinique,,0,2533425114923565
1142_1000013_B_1_093700,24,B,ROYAT Pl. Allard,,0,2533425114923561
1165_1000002_36PS.PH_102500,1,36,PONT-DU-CHÂTEAU Chambon Haut,,1,2533425114923641
1017_1000001_B_JV.RA_181000,23,B,ROYAT Pl. Allard,,0,2533425114923563
1165_1000002_27RG.LF_102000,1,27,Lycée La Fayette,,1,2533425114923639
1163_1000001_27RG.LF_075300,3,27,Lycée La Fayette,,1,2533425114923639
1132_1000001_23_1_171000,3,23,"COURNON Plan d'Eau",,1,2533425114923620
1132_1000001_03GC.AR_171500,3,3,AUBIÈRE Pl. des Ramacles,,0,2533425114923573
925_1000002_21_6_112900,1,21,CÉBAZAT CHU L. Michel,,1,2533425114923576
925_1000002_4_6_090100,1,4,CEYRAT Libération,,0,2533425114923584
1142_1000013_C_DC.CA_124900,24,C,COURNON Allier,,1,2533425114923566
1163_1000001_28_5_165900,3,28,Champratel,,0,2533425114923656
988_1000008_A_PG.VE_074300,31,A,Les Vergnes,,1,2533425114923567
988_1000008_A_PG.VE_073100,31,A,Les Vergnes,,1,2533425114923567
1023_1000007_A_PG.VE_174900,10,A,Les Vergnes,,1,2533425114923567
1142_1000013_C_CA.DC_182300,24,C,DURTOL Clinique,,0,2533425114923565
946_1000002_B_1_130300,1,B,ROYAT Pl. Allard,,0,2533425114923561
925_1000002_13QC.HC_100300,1,13,Hauts de CHAMALIÈRES,,0,2533425114923617
1023_1000007_A_PG.VE_070500,3,A,Les Vergnes,,1,2533425114923567
1107_1000003_A_VE.PG_100900,2,A,La Pardieu Gare,,0,2533425114923570
1132_1000001_21_6_120900,3,21,CÉBAZAT CHU L. Michel,,1,2533425114923576
883_1000001_L41_8_171000,9,L41,Champeaux,,1,2533425114923723
1163_1000001_37_1_180000,7,37,PÉRIGNAT-ÈS-ALLIER La Garde,,0,2533425114923664
1142_1000013_C_CA.DC_180200,24,C,DURTOL Clinique,,0,2533425114923565
1163_1000001_34CP.CG_133600,3,34,COURNON Le Gergovie,,1,2533425114923663
1132_1000001_24_3_172300,3,24,BLANZAT Clos St Vincent,,1,2533425114923622
1163_1000001_L28_1_144500,7,L28,DURTOL Clinique,,0,2533425114923676
925_1000002_4_6_120300,1,4,CEYRAT Libération,,0,2533425114923584
1132_1000001_9_5_182500,3,9,Trémonteix Paul Eychart,,0,2533425114923636
988_1000008_A_PG.VE_153000,33,A,Les Vergnes,,1,2533425114923567
1132_1000001_03AR.GC_084400,3,3,GERZAT Champfleuri,,1,2533425114923571
1130_1000011_A_1_194600,34,A,Les Vergnes,,1,2533425114923567
1132_1000001_21_5_184800,3,21,Lycée La Fayette,,0,2533425114923575
988_1000008_A_VE.PG_060900,31,A,La Pardieu Gare,,0,2533425114923570
946_1000002_C_CA.DC_163500,1,C,DURTOL Clinique,,0,2533425114923565
946_1000002_B_1_085800,1,B,ROYAT Pl. Allard,,0,2533425114923561
1115_1000003_9_3_112000,2,9,Trémonteix Paul Eychart,,0,2533425114923587
1023_1000007_A_PG.VE_101700,3,A,Les Vergnes,,1,2533425114923567
1142_1000013_C_DC.CA_095900,24,C,COURNON Allier,,1,2533425114923566
1163_1000001_40_2_085300,3,40,CHAMALIÈRES Aristide Briand,,0,2533425114923643
1107_1000003_A_VE.PG_170500,36,A,La Pardieu Gare,,0,2533425114923570
925_1000002_05RP.GA_113000,1,5,Gaillard,,1,2533425114923590
925_1000002_10_7_151800,1,10,BLANZAT Clos St Vincent,,0,2533425114923604
1136_1000012_A_VE.PG_174300,32,A,La Pardieu Gare,,0,2533425114923570
1142_1000013_C_DC.CA_120500,24,C,COURNON Allier,,1,2533425114923566
1156_1000003_40_2_101700,6,40,CHAMALIÈRES Aristide Briand,,0,2533425114923643
925_1000002_24BC.CH_173100,1,24,Champratel,,0,2533425114923623
988_1000008_A_VE.PG_131700,33,A,La Pardieu Gare,,0,2533425114923570
1017_1000001_C_CA.DC_053700,3,C,DURTOL Clinique,,0,2533425114923565
925_1000002_12PI.RS_173600,1,12,ROMAGNAT Les Sports,,0,2533425114923608
946_1000002_C_CA.DC_154200,1,C,DURTOL Clinique,,0,2533425114923565
1132_1000001_24BC.CH_065000,3,24,Champratel,,0,2533425114923623
1017_1000001_B_1_223700,22,B,ROYAT Pl. Allard,,0,2533425114923561
946_1000002_C_CA.DC_090700,1,C,DURTOL Clinique,,0,2533425114923565
1115_1000003_5_3_153700,2,5,CHAMALIÈRES Aristide Briand,,1,2533425114923585
946_1000002_C_DC.CA_070400,1,C,COURNON Allier,,1,2533425114923566
1163_1000001_28_7_173900,3,28,GERZAT Donnavignat,,1,2533425114923658
1132_1000001_4_6_195600,3,4,CEYRAT Libération,,0,2533425114923584
1132_1000001_13QC.HC_071100,3,13,Hauts de CHAMALIÈRES,,0,2533425114923617
1017_1000001_C_DC.CA_070700,23,C,COURNON Allier,,1,2533425114923566
1163_1000001_7_4_124000,3,7,Charles Tillon,,1,2533425114923674
1017_1000001_C_CA.DC_122200,23,C,DURTOL Clinique,,0,2533425114923565
1023_1000007_A_PG.VE_063800,3,A,Les Vergnes,,1,2533425114923567
1132_1000001_03GC.AR_123400,3,3,AUBIÈRE Pl. des Ramacles,,0,2533425114923573
1023_1000007_A_PG.VE_203800,3,A,Les Vergnes,,1,2533425114923567
1165_1000002_42BA.AR_162900,1,42,CEYRAT Arténium,,1,2533425114923691
946_1000002_B_JV.RA_145500,1,B,ROYAT Pl. Allard,,0,2533425114923563
1132_1000001_12PI.RS_161000,3,12,ROMAGNAT Les Sports,,0,2533425114923608
1017_1000001_C_CA.DC_182800,26,C,DURTOL Clinique,,0,2533425114923565
1023_1000007_A_2_073100,10,A,Les Vergnes,,1,2533425114923568
1017_1000001_B_RA.JV_094300,23,B,Jules Verne,,1,2533425114923564
925_1000002_10_3_162700,1,10,Jules Verne,,1,2533425114923600
1132_1000001_12PI.RS_110000,3,12,ROMAGNAT Les Sports,,0,2533425114923608
1123_1000003_C_DC.CA_103900,2,C,COURNON Allier,,1,2533425114923566
1017_1000001_B_RA.JV_174100,23,B,Jules Verne,,1,2533425114923564
1165_1000002_36PS.PH_151100,1,36,PONT-DU-CHÂTEAU Chambon Haut,,1,2533425114923641
1163_1000001_34CP.CG_100400,3,34,COURNON Le Gergovie,,1,2533425114923663
1142_1000013_C_DC.CA_191400,24,C,COURNON Allier,,1,2533425114923566
1163_1000001_40_1_151300,3,40,ORCINES Gare du Panoramique des Dômes,,1,2533425114923642
925_1000002_13_5_163900,1,13,AUBIÈRE Quartier Chambon,,1,2533425114923612
1017_1000001_B_2_195600,23,B,AULNAT St Exupéry,,1,2533425114923562
1165_1000002_36PS.PH_160300,1,36,PONT-DU-CHÂTEAU Chambon Haut,,1,2533425114923641
1132_1000001_05RP.GA_052000,3,5,Gaillard,,1,2533425114923590
1132_1000001_03VI.AR_172800,3,3,AUBIÈRE Pl. des Ramacles,,0,2533425114923574
896_1000005_L45_12_171500,18,L45,CEYRAT Arténium,,1,2533425114923782
1023_1000007_A_VE.PG_100400,10,A,La Pardieu Gare,,0,2533425114923570
1017_1000001_C_CA.DC_163600,23,C,DURTOL Clinique,,0,2533425114923565
1132_1000001_10_1_065800,3,10,Jules Verne,,1,2533425114923598
883_1000001_L52_2_080500,9,L52,St Genès Centre,,0,2533425114923758
1132_1000001_13QC.HC_152700,3,13,Hauts de CHAMALIÈRES,,0,2533425114923617
886_1000007_L36_6_120700,5,L36,Fradière,,1,2533425114923698
1132_1000001_4_7_094800,3,4,BEAUMONT Pont de Boisséjour,,0,2533425114923632
925_1000002_4_6_094600,1,4,CEYRAT Libération,,0,2533425114923584
946_1000002_B_1_145300,1,B,ROYAT Pl. Allard,,0,2533425114923561
1156_1000003_L31_1_163200,2,L31,Parc SNCF,,1,2533425114923646
1163_1000001_31_2_164300,3,31,Champratel,,0,2533425114923661
1163_1000001_28_7_081200,3,28,GERZAT Donnavignat,,1,2533425114923658
1123_1000003_C_CA.DC_095800,2,C,DURTOL Clinique,,0,2533425114923565
1023_1000007_A_PG.VE_140500,10,A,Les Vergnes,,1,2533425114923567
925_1000002_08VA.BA_093300,1,8,"BEAUMONT Pl. d'Armes",,1,2533425114923596
1163_1000001_27LF.RG_160300,3,27,ROMAGNAT Gergovia,,0,2533425114923638
925_1000002_9_6_181200,1,9,LEMPDES La Rochelle,,1,2533425114923637
1017_1000001_B_2_065400,23,B,AULNAT St Exupéry,,1,2533425114923562
1163_1000001_38PG.PB_164000,3,38,PONT-DU-CHÂTEAU Lamartine,,1,2533425114923671
988_1000008_A_PG.VE_131100,33,A,Les Vergnes,,1,2533425114923567
883_1000001_L40_10_170500,9,L40,Chemin du Cheix,,1,2533425114923705
1017_1000001_C_CA.DC_063500,23,C,DURTOL Clinique,,0,2533425114923565
886_1000007_L47_2_121200,5,L47,Kepler,,1,2533425114923752
883_1000001_L40_2_071700,10,L40,Collège Marc Bloch,,0,2533425114923708
1123_1000003_C_DC.CA_211700,2,C,COURNON Allier,,1,2533425114923566
1156_1000003_40_2_092700,6,40,CHAMALIÈRES Aristide Briand,,0,2533425114923643
925_1000002_4_6_180400,1,4,CEYRAT Libération,,0,2533425114923584
1156_1000003_36PH.PS_151000,2,36,Faculté,,0,2533425114923640
1136_1000012_A_VE.PG_110500,32,A,La Pardieu Gare,,0,2533425114923570
1132_1000001_13PH.HC_111000,3,13,Hauts de CHAMALIÈRES,,0,2533425114923615
1132_1000001_05RP.RA_125300,3,5,ROYAT Pl. Allard,,1,2533425114923591
1017_1000001_B_JV.RA_093000,23,B,ROYAT Pl. Allard,,0,2533425114923563
925_1000002_08VA.BA_110300,1,8,"BEAUMONT Pl. d'Armes",,1,2533425114923596
988_1000008_A_VE.PG_144900,31,A,La Pardieu Gare,,0,2533425114923570
988_1000008_A_VE.PG_145500,33,A,La Pardieu Gare,,0,2533425114923570
1132_1000001_03VI.AR_152500,3,3,AUBIÈRE Pl. des Ramacles,,0,2533425114923574
988_1000008_A_PG.VE_125800,33,A,Les Vergnes,,1,2533425114923567
1023_1000007_A_PG.VE_071100,3,A,Les Vergnes,,1,2533425114923567
1165_1000002_L31_1_194500,1,L31,Parc SNCF,,1,2533425114923646
1165_1000002_42BA.AR_143000,1,42,CEYRAT Arténium,,1,2533425114923691
946_1000002_C_CA.DC_153300,1,C,DURTOL Clinique,,0,2533425114923565
1163_1000001_38PB.PG_160600,3,38,LEMPDES Marmilhat,,0,2533425114923670
883_1000001_L40_12_180500,9,L40,Gare Le Cendre Orcet,,1,2533425114923707
1123_1000003_B_RA.JV_150100,2,B,Jules Verne,,1,2533425114923564
1023_1000007_A_PG.VE_100400,10,A,Les Vergnes,,1,2533425114923567
1132_1000001_9_5_123600,3,9,Trémonteix Paul Eychart,,0,2533425114923636
887_1000004_L48_3_081000,17,L48,Lycée Pierre Boulanger,,0,2533425114923792
925_1000002_24BC.CH_162800,1,24,Champratel,,0,2533425114923623
883_1000001_L52_5_164000,9,L52,"Berzet Champ d'Issart",,1,2533425114923761
1163_1000001_36PH.PS_054900,3,36,Faculté,,0,2533425114923640
1017_1000001_B_1_154800,23,B,ROYAT Pl. Allard,,0,2533425114923561
